t_s,codec,used_mib,total_mib,util_gpu,util_mem,power_w,temp_c,clock_sm_mhz,clock_mem_mhz,torch_alloc_mib,torch_reserved_mib,torch_max_alloc_mib,message_id
22.0219,nf4,3300,12288,94,6,180.98,60,1995,9251,1702.16,1732,1705.39,1
22.1940,nf4,3299,12288,94,6,180.98,60,1995,9251,1702.16,1732,1705.39,1
22.3640,nf4,3299,12288,95,5,181.13,60,1995,9251,1702.16,1732,1705.39,1
22.5360,nf4,3299,12288,95,5,181.13,60,1995,9251,1702.16,1732,1705.39,1
22.7048,nf4,3326,12288,95,5,181.13,60,1995,9251,1702.16,1732,1705.39,1
22.8742,nf4,3367,12288,95,5,181.47,60,1995,9251,1702.17,1732,1705.39,1
23.0448,nf4,3382,12288,95,5,181.47,60,1995,9251,1702.16,1732,1705.39,1
23.2148,nf4,3382,12288,95,5,181.47,60,1995,9251,1702.17,1732,1705.39,1
23.3852,nf4,3382,12288,94,6,182.41,60,1995,9251,1702.16,1732,1705.39,1
23.5542,nf4,3382,12288,94,6,182.41,60,1995,9251,1702.17,1732,1705.39,1
23.7227,nf4,3382,12288,94,6,182.41,60,1995,9251,1702.16,1732,1705.39,1
23.8934,nf4,3382,12288,94,6,182.47,60,1995,9251,1702.17,1732,1705.39,1
24.0650,nf4,3382,12288,94,6,182.47,60,1995,9251,1702.17,1732,1705.39,1
24.2348,nf4,3382,12288,94,6,182.47,60,1995,9251,1702.16,1732,1705.39,1
24.4042,nf4,3376,12288,94,5,181.96,60,1995,9251,1702.17,1732,1705.39,1
24.5735,nf4,3375,12288,94,5,181.96,60,1995,9251,1702.16,1732,1705.39,1
24.7419,nf4,3421,12288,94,5,181.96,60,1995,9251,1702.17,1732,1705.39,1
24.9123,nf4,3422,12288,94,5,181.64,60,1995,9251,1702.16,1732,1705.39,1
25.0814,nf4,3422,12288,94,5,181.64,60,1995,9251,1702.16,1732,1705.39,1
25.2491,nf4,3422,12288,94,5,181.64,60,1995,9251,1702.16,1732,1705.39,1
25.4178,nf4,3408,12288,95,6,181.84,60,1995,9251,1702.17,1732,1705.39,1
25.5852,nf4,3355,12288,95,6,181.84,60,1995,9251,1702.16,1732,1705.39,1
25.7547,nf4,3339,12288,95,6,182.37,61,1995,9251,1702.17,1732,1705.39,1
25.9243,nf4,3329,12288,95,6,182.37,61,1995,9251,1702.16,1732,1705.39,1
26.0910,nf4,3324,12288,95,6,182.37,61,1995,9251,1702.16,1732,1705.39,1
26.2575,nf4,3320,12288,95,7,183.22,61,1995,9251,1702.16,1732,1705.39,1
26.4251,nf4,3316,12288,95,7,183.22,61,1995,9251,1702.16,1732,1705.39,1
26.5933,nf4,3317,12288,95,7,183.22,61,1995,9251,1702.18,1732,1705.39,1
26.7762,nf4,3351,12288,95,7,183.68,61,1995,9251,1702.16,1732,1705.39,1
26.9442,nf4,3322,12288,95,7,183.68,61,1995,9251,1702.17,1732,1705.39,1
27.1139,nf4,3325,12288,95,7,183.68,61,1995,9251,1702.42,1734,1705.39,2
27.2825,nf4,3341,12288,93,6,185.56,61,1995,9251,1702.42,1734,1705.39,2
27.4504,nf4,3386,12288,93,6,185.56,61,1995,9251,1702.16,1734,1705.39,2
27.6179,nf4,3385,12288,93,6,185.56,61,1995,9251,1702.19,1734,1705.39,2
27.7871,nf4,3388,12288,93,6,190.46,61,1995,9251,1702.16,1734,1705.39,2
27.9549,nf4,3392,12288,93,6,190.46,61,1995,9251,1702.16,1734,1705.39,2
28.1233,nf4,3392,12288,93,6,190.46,61,1995,9251,1702.18,1734,1705.39,2
28.2915,nf4,3392,12288,95,5,189.97,61,1995,9251,1702.17,1734,1705.39,2
28.4594,nf4,3392,12288,95,5,189.97,61,1995,9251,1702.16,1734,1705.39,2
28.6286,nf4,3392,12288,95,5,189.97,61,1995,9251,1702.16,1734,1705.39,2
28.7971,nf4,3392,12288,95,5,183.66,61,1995,9251,1702.17,1734,1705.39,2
28.9668,nf4,3392,12288,95,5,183.66,61,1995,9251,1702.17,1734,1705.39,2
29.1370,nf4,3392,12288,95,5,183.66,61,1995,9251,1702.17,1734,1705.39,2
29.3062,nf4,3392,12288,93,5,183.42,61,1995,9251,1702.16,1734,1705.39,2
29.4770,nf4,3392,12288,93,5,183.42,61,1995,9251,1702.16,1734,1705.39,2
29.6466,nf4,3392,12288,93,5,183.42,61,1995,9251,1702.16,1734,1705.39,2
29.8178,nf4,3392,12288,93,5,183.5,61,1995,9251,1702.17,1734,1705.39,2
29.9885,nf4,3392,12288,93,5,183.5,61,1995,9251,1702.17,1734,1705.39,2
30.1594,nf4,3392,12288,93,5,183.5,61,1995,9251,1702.16,1734,1705.39,2
30.3319,nf4,3391,12288,95,5,183.57,61,1995,9251,1702.16,1734,1705.39,2
30.5013,nf4,3390,12288,95,5,183.57,61,1995,9251,1702.16,1734,1705.39,2
30.6698,nf4,3458,12288,95,5,183.57,61,1995,9251,1702.17,1734,1705.39,2
30.8400,nf4,3458,12288,95,5,183.91,61,1995,9251,1702.18,1734,1705.39,2
31.0106,nf4,3458,12288,95,5,183.91,61,1995,9251,1702.16,1734,1705.39,2
31.1787,nf4,3458,12288,95,5,183.91,61,1995,9251,1702.16,1734,1705.39,2
31.3497,nf4,3458,12288,94,5,184.02,61,1995,9251,1702.16,1734,1705.39,2
31.5190,nf4,3458,12288,94,5,184.02,61,1995,9251,1702.21,1734,1705.39,2
31.6886,nf4,3458,12288,94,5,184.02,61,1995,9251,1702.16,1734,1705.39,2
31.8579,nf4,3458,12288,94,5,183.85,61,1995,9251,1702.16,1734,1705.39,2
32.0298,nf4,3458,12288,94,5,183.85,61,1995,9251,1702.16,1734,1705.39,2
32.2000,nf4,3456,12288,94,5,183.85,61,1995,9251,1702.16,1734,1705.39,2
32.3725,nf4,3456,12288,95,5,183.87,62,1995,9251,1702.16,1734,1705.39,2
32.5415,nf4,3462,12288,95,5,183.87,62,1995,9251,1702.17,1734,1705.39,2
32.7112,nf4,3442,12288,95,5,183.87,62,1995,9251,1702.16,1734,1705.39,2
32.8823,nf4,3441,12288,95,5,183.84,62,1995,9251,1702.16,1734,1705.39,2
