t_s,codec,used_mib,total_mib,util_gpu,util_mem,power_w,temp_c,clock_sm_mhz,clock_mem_mhz,torch_alloc_mib,torch_reserved_mib,torch_max_alloc_mib,message_id
4.6698,nf4,3246,12288,10,1,116.1,60,1710,9251,1644.25,1666,1644.84,
4.8405,nf4,3246,12288,93,5,133.08,63,1995,9251,1644.25,1666,1644.84,
5.0098,nf4,3246,12288,93,5,133.08,63,1995,9251,1644.25,1666,1644.84,
5.1783,nf4,3246,12288,93,5,133.08,63,1995,9251,1644.25,1666,1644.84,
5.3481,nf4,3248,12288,93,5,165.04,64,1980,9251,1645.14,1668,1645.43,
5.6447,nf4,3280,12288,93,5,165.04,64,1980,9251,1647.4,1674,1647.4,
5.8137,nf4,3286,12288,37,2,179.28,63,1980,9251,1648.03,1680,1649.37,1
5.9861,nf4,3286,12288,37,2,179.28,63,1980,9251,1647.4,1680,1649.37,1
6.1576,nf4,3286,12288,37,2,179.28,63,1980,9251,1647.4,1680,1649.37,1
6.3269,nf4,3286,12288,37,2,182.69,65,1980,9251,1648.3,1680,1649.37,2
6.4960,nf4,3286,12288,37,2,182.69,65,1980,9251,1647.42,1680,1649.37,2
6.6679,nf4,3286,12288,37,2,182.69,65,1980,9251,1647.4,1680,1649.37,2
6.8390,nf4,3286,12288,94,5,192.23,65,1980,9251,1647.4,1680,1649.37,2
7.0119,nf4,3286,12288,94,5,192.23,65,1980,9251,1648.28,1680,1649.37,3
7.1817,nf4,3286,12288,94,5,192.23,65,1980,9251,1647.43,1680,1649.5,3
7.3509,nf4,3286,12288,94,5,195.43,66,1980,9251,1629.4,1680,1649.5,
7.5216,nf4,3286,12288,94,5,195.43,66,1980,9251,1629.29,1680,1649.5,
7.6941,nf4,3286,12288,94,5,195.43,66,1980,9251,1629.2,1680,1649.5,
7.8664,nf4,3286,12288,14,1,174.86,64,1980,9251,1629.12,1680,1649.5,
8.0675,nf4,1626,12288,14,1,174.86,64,1980,9251,8.125,20,1649.5,
8.5278,nf4,1626,12288,14,1,150.64,63,1980,9251,8.125,20,1649.5,
